# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
resid_rural heating,trad biomass,trad wood furnace,2020,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2025,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2030,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2035,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2040,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2045,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2050,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2055,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2060,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2065,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2070,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2075,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2080,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2085,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2090,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2095,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2100,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,1975,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,1990,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2005,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2010,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2015,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2020,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2025,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2030,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2035,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2040,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2045,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2050,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2055,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2060,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2065,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2070,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2075,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2080,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2085,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2090,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2095,energy service,1,1
resid_rural hot water_cooking,coal,coal water heater,2100,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,1975,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,1990,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2005,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2010,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2015,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2020,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2025,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2030,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2035,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2040,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2045,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2050,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2055,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2060,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2065,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2070,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2075,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2080,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2085,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2090,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2095,energy service,1,1
resid_rural hot water_cooking,electricity,electric resistance water heater,2100,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,1975,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,1990,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2005,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2010,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2015,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2020,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2025,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2030,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2035,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2040,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2045,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2050,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2055,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2060,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2065,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2070,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2075,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2080,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2085,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2090,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2095,energy service,1,1
resid_rural hot water_cooking,gas,gas water heater,2100,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,1975,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,1990,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2005,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2010,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2015,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2020,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2025,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2030,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2035,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2040,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2045,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2050,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2055,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2060,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2065,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2070,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2075,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2080,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2085,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2090,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2095,energy service,1,1
resid_rural hot water_cooking,refined liquids,fuel water heater,2100,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,1975,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,1990,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2005,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2010,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2015,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2020,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2025,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2030,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2035,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2040,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2045,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2050,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2055,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2060,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2065,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2070,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2075,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2080,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2085,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2090,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2095,energy service,1,1
resid_rural hot water_cooking,trad biomass,wood water heater,2100,energy service,1,1
resid_rural lighting,electricity,elec light,1975,energy service,1,1
resid_rural lighting,electricity,elec light,1990,energy service,1,1
resid_rural lighting,electricity,elec light,2005,energy service,1,1
resid_rural lighting,electricity,elec light,2010,energy service,1,1
resid_rural lighting,electricity,elec light,2015,energy service,1,1
resid_rural lighting,electricity,elec light,2020,energy service,1,1
resid_rural lighting,electricity,elec light,2025,energy service,1,1
resid_rural lighting,electricity,elec light,2030,energy service,1,1
resid_rural lighting,electricity,elec light,2035,energy service,1,1
resid_rural lighting,electricity,elec light,2040,energy service,1,1
resid_rural lighting,electricity,elec light,2045,energy service,1,1
resid_rural lighting,electricity,elec light,2050,energy service,1,1
resid_rural lighting,electricity,elec light,2055,energy service,1,1
resid_rural lighting,electricity,elec light,2060,energy service,1,1
resid_rural lighting,electricity,elec light,2065,energy service,1,1
resid_rural lighting,electricity,elec light,2070,energy service,1,1
resid_rural lighting,electricity,elec light,2075,energy service,1,1
resid_rural lighting,electricity,elec light,2080,energy service,1,1
resid_rural lighting,electricity,elec light,2085,energy service,1,1
resid_rural lighting,electricity,elec light,2090,energy service,1,1
resid_rural lighting,electricity,elec light,2095,energy service,1,1
resid_rural lighting,electricity,elec light,2100,energy service,1,1
resid_urban appliances,electricity,electric appliances,1975,energy service,1,1
resid_urban appliances,electricity,electric appliances,1990,energy service,1,1
resid_urban appliances,electricity,electric appliances,2005,energy service,1,1
resid_urban appliances,electricity,electric appliances,2010,energy service,1,1
resid_urban appliances,electricity,electric appliances,2015,energy service,1,1
resid_urban appliances,electricity,electric appliances,2020,energy service,1,1
resid_urban appliances,electricity,electric appliances,2025,energy service,1,1
resid_urban appliances,electricity,electric appliances,2030,energy service,1,1
resid_urban appliances,electricity,electric appliances,2035,energy service,1,1
resid_urban appliances,electricity,electric appliances,2040,energy service,1,1
