# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
GZ,2015,agricultural energy use,electricity,electricity,0.003366236
GZ,2015,agricultural energy use,gas,gas,1.22E-05
GZ,2015,agricultural energy use,hydrogen,hydrogen,0
GZ,2015,agricultural energy use,liquid,liquid,0.00480994
GZ,2015,chemical energy use,biomass,biomass,0
GZ,2015,chemical energy use,coal,coal,0.031491245
GZ,2015,chemical energy use,coal,coal CCS,0
GZ,2015,chemical energy use,district heat,district heat,0.000137699
GZ,2015,chemical energy use,electricity,electricity,0.004763609
GZ,2015,chemical energy use,gas,gas,0.00321714
GZ,2015,chemical energy use,gas,gas CCS,0
GZ,2015,chemical energy use,hydrogen,hydrogen,0
GZ,2015,chemical energy use,liquid,liquid,0.005607641
GZ,2015,chemical energy use,liquid,liquid CCS,0
GZ,2015,chemical feedstocks,coal,coal,0.0529244
GZ,2015,chemical feedstocks,gas,gas,0
GZ,2015,chemical feedstocks,liquid,liquid,0
GZ,2015,chemical,chemical,chemical,0.064596191
GZ,2015,coke,coke,coke,7.2946
GZ,2015,coke,coke,coke CCS,0
GZ,2015,construction,construction,construction,0.006853205
GZ,2015,construction energy use,biomass,biomass,0
GZ,2015,construction energy use,coal,coal,0.000967955
GZ,2015,construction energy use,district heat,district heat,0
GZ,2015,construction energy use,electricity,electricity,0.001174543
GZ,2015,construction energy use,gas,gas,1.44E-05
GZ,2015,construction energy use,hydrogen,hydrogen,0
GZ,2015,construction energy use,liquid,liquid,0.004696308
GZ,2015,construction feedstocks,coal,coal,0
GZ,2015,construction feedstocks,gas,gas,0
GZ,2015,construction feedstocks,liquid,liquid,0
GZ,2015,iron and steel,BLASTFUR,Biomass-based,0
GZ,2015,iron and steel,BLASTFUR,BLASTFUR,4.195345964
GZ,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
GZ,2015,iron and steel,EAF with DRI,EAF with DRI,0
GZ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
GZ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GZ,2015,iron and steel,EAF with scrap,EAF with scrap,0.468654036
GZ,2015,mining energy use,biomass,biomass,0
GZ,2015,mining energy use,coal,coal,0.009859539
GZ,2015,mining energy use,district heat,district heat,0
GZ,2015,mining energy use,electricity,electricity,0.005516209
GZ,2015,mining energy use,gas,gas,0.000971587
GZ,2015,mining energy use,hydrogen,hydrogen,0
GZ,2015,mining energy use,liquid,liquid,0.001636978
HA,1975,agricultural energy use,biomass,biomass,0
HA,1975,agricultural energy use,coal,coal,0
HA,1975,agricultural energy use,district heat,district heat,0
HA,1975,agricultural energy use,electricity,electricity,0
HA,1975,agricultural energy use,gas,gas,0
HA,1975,agricultural energy use,hydrogen,hydrogen,0
HA,1975,agricultural energy use,liquid,liquid,0
HA,1975,chemical energy use,biomass,biomass,0
HA,1975,chemical energy use,coal,coal,0
HA,1975,chemical energy use,coal,coal CCS,0
HA,1975,chemical energy use,district heat,district heat,0
HA,1975,chemical energy use,electricity,electricity,0
HA,1975,chemical energy use,gas,gas,0
HA,1975,chemical energy use,gas,gas CCS,0
HA,1975,chemical energy use,hydrogen,hydrogen,0
HA,1975,chemical energy use,liquid,liquid,0
HA,1975,chemical energy use,liquid,liquid CCS,0
HA,1975,chemical feedstocks,coal,coal,0
HA,1975,chemical feedstocks,gas,gas,0
HA,1975,chemical feedstocks,liquid,liquid,0
HA,1975,chemical,chemical,chemical,0
HA,1975,coke,coke,coke,0
HA,1975,coke,coke,coke CCS,0
HA,1975,construction,construction,construction,0
HA,1975,construction energy use,biomass,biomass,0
HA,1975,construction energy use,coal,coal,0
HA,1975,construction energy use,district heat,district heat,0
HA,1975,construction energy use,electricity,electricity,0
HA,1975,construction energy use,gas,gas,0
HA,1975,construction energy use,hydrogen,hydrogen,0
HA,1975,construction energy use,liquid,liquid,0
HA,1975,construction feedstocks,coal,coal,0
HA,1975,construction feedstocks,gas,gas,0
HA,1975,construction feedstocks,liquid,liquid,0
HA,1975,iron and steel,BLASTFUR,Biomass-based,0
HA,1975,iron and steel,BLASTFUR,BLASTFUR,0
HA,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
HA,1975,iron and steel,EAF with DRI,EAF with DRI,0
HA,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
HA,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HA,1975,iron and steel,EAF with scrap,EAF with scrap,0
HA,1975,mining energy use,biomass,biomass,0
HA,1975,mining energy use,coal,coal,0
HA,1975,mining energy use,district heat,district heat,0
HA,1975,mining energy use,electricity,electricity,0
HA,1975,mining energy use,gas,gas,0
HA,1975,mining energy use,hydrogen,hydrogen,0
HA,1975,mining energy use,liquid,liquid,0
HA,1990,agricultural energy use,biomass,biomass,0
HA,1990,agricultural energy use,coal,coal,0
HA,1990,agricultural energy use,district heat,district heat,0
HA,1990,agricultural energy use,electricity,electricity,0
HA,1990,agricultural energy use,gas,gas,0
HA,1990,agricultural energy use,hydrogen,hydrogen,0
HA,1990,agricultural energy use,liquid,liquid,0
HA,1990,chemical energy use,biomass,biomass,0
HA,1990,chemical energy use,coal,coal,0
HA,1990,chemical energy use,coal,coal CCS,0
HA,1990,chemical energy use,district heat,district heat,0
HA,1990,chemical energy use,electricity,electricity,0
HA,1990,chemical energy use,gas,gas,0
HA,1990,chemical energy use,gas,gas CCS,0
HA,1990,chemical energy use,hydrogen,hydrogen,0
HA,1990,chemical energy use,liquid,liquid,0
HA,1990,chemical energy use,liquid,liquid CCS,0
HA,1990,chemical feedstocks,coal,coal,0
HA,1990,chemical feedstocks,gas,gas,0
HA,1990,chemical feedstocks,liquid,liquid,0
HA,1990,chemical,chemical,chemical,0
HA,1990,coke,coke,coke,0
HA,1990,coke,coke,coke CCS,0
HA,1990,construction,construction,construction,0
HA,1990,construction energy use,biomass,biomass,0
HA,1990,construction energy use,coal,coal,0
HA,1990,construction energy use,district heat,district heat,0
HA,1990,construction energy use,electricity,electricity,0
HA,1990,construction energy use,gas,gas,0
HA,1990,construction energy use,hydrogen,hydrogen,0
HA,1990,construction energy use,liquid,liquid,0
HA,1990,construction feedstocks,coal,coal,0
HA,1990,construction feedstocks,gas,gas,0
HA,1990,construction feedstocks,liquid,liquid,0
HA,1990,iron and steel,BLASTFUR,Biomass-based,0
HA,1990,iron and steel,BLASTFUR,BLASTFUR,0
HA,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
HA,1990,iron and steel,EAF with DRI,EAF with DRI,0
HA,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
HA,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HA,1990,iron and steel,EAF with scrap,EAF with scrap,0
HA,1990,mining energy use,biomass,biomass,0
HA,1990,mining energy use,coal,coal,0
HA,1990,mining energy use,district heat,district heat,0
HA,1990,mining energy use,electricity,electricity,0
HA,1990,mining energy use,gas,gas,0
HA,1990,mining energy use,hydrogen,hydrogen,0
HA,1990,mining energy use,liquid,liquid,0
HA,2005,agricultural energy use,biomass,biomass,0
HA,2005,agricultural energy use,coal,coal,0
HA,2005,agricultural energy use,district heat,district heat,0
HA,2005,agricultural energy use,electricity,electricity,0
HA,2005,agricultural energy use,gas,gas,0
HA,2005,agricultural energy use,hydrogen,hydrogen,0
HA,2005,agricultural energy use,liquid,liquid,0
HA,2005,chemical energy use,biomass,biomass,0
HA,2005,chemical energy use,coal,coal,0
HA,2005,chemical energy use,coal,coal CCS,0
HA,2005,chemical energy use,district heat,district heat,0
HA,2005,chemical energy use,electricity,electricity,0
HA,2005,chemical energy use,gas,gas,0
HA,2005,chemical energy use,gas,gas CCS,0
HA,2005,chemical energy use,hydrogen,hydrogen,0
HA,2005,chemical energy use,liquid,liquid,0
HA,2005,chemical energy use,liquid,liquid CCS,0
HA,2005,chemical feedstocks,coal,coal,0
HA,2005,chemical feedstocks,gas,gas,0
HA,2005,chemical feedstocks,liquid,liquid,0
HA,2005,chemical,chemical,chemical,0
HA,2005,coke,coke,coke,0
HA,2005,coke,coke,coke CCS,0
HA,2005,construction,construction,construction,0
HA,2005,construction energy use,biomass,biomass,0
HA,2005,construction energy use,coal,coal,0
HA,2005,construction energy use,district heat,district heat,0
HA,2005,construction energy use,electricity,electricity,0
HA,2005,construction energy use,gas,gas,0
HA,2005,construction energy use,hydrogen,hydrogen,0
HA,2005,construction energy use,liquid,liquid,0
HA,2005,construction feedstocks,coal,coal,0
HA,2005,construction feedstocks,gas,gas,0
HA,2005,construction feedstocks,liquid,liquid,0
HA,2005,iron and steel,BLASTFUR,Biomass-based,0
HA,2005,iron and steel,BLASTFUR,BLASTFUR,0
HA,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
HA,2005,iron and steel,EAF with DRI,EAF with DRI,0
HA,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
HA,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HA,2005,iron and steel,EAF with scrap,EAF with scrap,0
HA,2005,mining energy use,biomass,biomass,0
HA,2005,mining energy use,coal,coal,0
HA,2005,mining energy use,district heat,district heat,0
HA,2005,mining energy use,electricity,electricity,0
HA,2005,mining energy use,gas,gas,0
HA,2005,mining energy use,hydrogen,hydrogen,0
HA,2005,mining energy use,liquid,liquid,0
HA,2010,agricultural energy use,biomass,biomass,0
HA,2010,agricultural energy use,coal,coal,0.036808676
HA,2010,agricultural energy use,district heat,district heat,0
HA,2010,agricultural energy use,electricity,electricity,0.032737925
HA,2010,agricultural energy use,gas,gas,0.000145125
HA,2010,agricultural energy use,hydrogen,hydrogen,0
HA,2010,agricultural energy use,liquid,liquid,0.006293777
HA,2010,chemical energy use,biomass,biomass,0
HA,2010,chemical energy use,coal,coal,0.084038081
HA,2010,chemical energy use,coal,coal CCS,0
HA,2010,chemical energy use,district heat,district heat,0
HA,2010,chemical energy use,electricity,electricity,0.034666147
HA,2010,chemical energy use,gas,gas,0.011934758
HA,2010,chemical energy use,gas,gas CCS,0
HA,2010,chemical energy use,hydrogen,hydrogen,0
HA,2010,chemical energy use,liquid,liquid,0.004229151
HA,2010,chemical energy use,liquid,liquid CCS,0
HA,2010,chemical feedstocks,coal,coal,0.050657438
HA,2010,chemical feedstocks,gas,gas,0
HA,2010,chemical feedstocks,liquid,liquid,0
HA,2010,chemical,chemical,chemical,0.192668767
HA,2010,coke,coke,coke,25.73
HA,2010,coke,coke,coke CCS,0
HA,2010,construction,construction,construction,0.029211646
HA,2010,construction energy use,biomass,biomass,0
HA,2010,construction energy use,coal,coal,0.010255708
HA,2010,construction energy use,district heat,district heat,0
HA,2010,construction energy use,electricity,electricity,0.014083055
HA,2010,construction energy use,gas,gas,0.000293281
HA,2010,construction energy use,hydrogen,hydrogen,0
HA,2010,construction energy use,liquid,liquid,0.004579602
HA,2010,construction feedstocks,coal,coal,0
HA,2010,construction feedstocks,gas,gas,0
HA,2010,construction feedstocks,liquid,liquid,0
HA,2010,iron and steel,BLASTFUR,Biomass-based,0
HA,2010,iron and steel,BLASTFUR,BLASTFUR,18.97
HA,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
HA,2010,iron and steel,EAF with DRI,EAF with DRI,0
HA,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
HA,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HA,2010,iron and steel,EAF with scrap,EAF with scrap,4.3
HA,2010,mining energy use,biomass,biomass,0
HA,2010,mining energy use,coal,coal,0.070551767
HA,2010,mining energy use,district heat,district heat,0
HA,2010,mining energy use,electricity,electricity,0.036179491
HA,2010,mining energy use,gas,gas,0.016134701
HA,2010,mining energy use,hydrogen,hydrogen,0
HA,2010,mining energy use,liquid,liquid,0.002914444
HA,2015,agricultural energy use,biomass,biomass,0
HA,2015,agricultural energy use,coal,coal,0.038627416
HA,2015,agricultural energy use,district heat,district heat,0
HA,2015,agricultural energy use,electricity,electricity,0.024514884
HA,2015,agricultural energy use,gas,gas,0.000128971
HA,2015,agricultural energy use,hydrogen,hydrogen,0
HA,2015,agricultural energy use,liquid,liquid,0.014388743
HA,2015,chemical energy use,biomass,biomass,0
HA,2015,chemical energy use,coal,coal,0.09253369
HA,2015,chemical energy use,coal,coal CCS,0
HA,2015,chemical energy use,district heat,district heat,0.00405048
HA,2015,chemical energy use,electricity,electricity,0.016249695
HA,2015,chemical energy use,gas,gas,0.02872022
HA,2015,chemical energy use,gas,gas CCS,0
HA,2015,chemical energy use,hydrogen,hydrogen,0
HA,2015,chemical energy use,liquid,liquid,0.014299833
HA,2015,chemical energy use,liquid,liquid CCS,0
HA,2015,chemical feedstocks,coal,coal,0.13944744
HA,2015,chemical feedstocks,gas,gas,0
HA,2015,chemical feedstocks,liquid,liquid,0
HA,2015,chemical,chemical,chemical,0.222648454
HA,2015,coke,coke,coke,29.4241
HA,2015,coke,coke,coke CCS,0
HA,2015,construction,construction,construction,0.061349421
HA,2015,construction energy use,biomass,biomass,0
HA,2015,construction energy use,coal,coal,0.014510126
HA,2015,construction energy use,district heat,district heat,0
HA,2015,construction energy use,electricity,electricity,0.017606989
HA,2015,construction energy use,gas,gas,0.00031415
HA,2015,construction energy use,hydrogen,hydrogen,0
HA,2015,construction energy use,liquid,liquid,0.028918156
HA,2015,construction feedstocks,coal,coal,0
HA,2015,construction feedstocks,gas,gas,0
HA,2015,construction feedstocks,liquid,liquid,0
HA,2015,iron and steel,BLASTFUR,Biomass-based,0
HA,2015,iron and steel,BLASTFUR,BLASTFUR,26.55937098
HA,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
HA,2015,iron and steel,EAF with DRI,EAF with DRI,0
HA,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
HA,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HA,2015,iron and steel,EAF with scrap,EAF with scrap,2.414629025
HA,2015,mining energy use,biomass,biomass,0
HA,2015,mining energy use,coal,coal,0.147799423
HA,2015,mining energy use,district heat,district heat,0
HA,2015,mining energy use,electricity,electricity,0.08269074
HA,2015,mining energy use,gas,gas,0.021212579
HA,2015,mining energy use,hydrogen,hydrogen,0
HA,2015,mining energy use,liquid,liquid,0.010079912
HB,1975,agricultural energy use,biomass,biomass,0
HB,1975,agricultural energy use,coal,coal,0
HB,1975,agricultural energy use,district heat,district heat,0
HB,1975,agricultural energy use,electricity,electricity,0
HB,1975,agricultural energy use,gas,gas,0
HB,1975,agricultural energy use,hydrogen,hydrogen,0
HB,1975,agricultural energy use,liquid,liquid,0
HB,1975,chemical energy use,biomass,biomass,0
HB,1975,chemical energy use,coal,coal,0
HB,1975,chemical energy use,coal,coal CCS,0
HB,1975,chemical energy use,district heat,district heat,0
HB,1975,chemical energy use,electricity,electricity,0
HB,1975,chemical energy use,gas,gas,0
HB,1975,chemical energy use,gas,gas CCS,0
HB,1975,chemical energy use,hydrogen,hydrogen,0
HB,1975,chemical energy use,liquid,liquid,0
HB,1975,chemical energy use,liquid,liquid CCS,0
HB,1975,chemical feedstocks,coal,coal,0
HB,1975,chemical feedstocks,gas,gas,0
HB,1975,chemical feedstocks,liquid,liquid,0
HB,1975,chemical,chemical,chemical,0
HB,1975,coke,coke,coke,0
HB,1975,coke,coke,coke CCS,0
HB,1975,construction,construction,construction,0
HB,1975,construction energy use,biomass,biomass,0
HB,1975,construction energy use,coal,coal,0
HB,1975,construction energy use,district heat,district heat,0
HB,1975,construction energy use,electricity,electricity,0
HB,1975,construction energy use,gas,gas,0
HB,1975,construction energy use,hydrogen,hydrogen,0
HB,1975,construction energy use,liquid,liquid,0
HB,1975,construction feedstocks,coal,coal,0
HB,1975,construction feedstocks,gas,gas,0
HB,1975,construction feedstocks,liquid,liquid,0
HB,1975,iron and steel,BLASTFUR,Biomass-based,0
HB,1975,iron and steel,BLASTFUR,BLASTFUR,0
HB,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
HB,1975,iron and steel,EAF with DRI,EAF with DRI,0
HB,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
HB,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
HB,1975,iron and steel,EAF with scrap,EAF with scrap,0
HB,1975,mining energy use,biomass,biomass,0
HB,1975,mining energy use,coal,coal,0
HB,1975,mining energy use,district heat,district heat,0
HB,1975,mining energy use,electricity,electricity,0
HB,1975,mining energy use,gas,gas,0
HB,1975,mining energy use,hydrogen,hydrogen,0
HB,1975,mining energy use,liquid,liquid,0
HB,1990,agricultural energy use,biomass,biomass,0
HB,1990,agricultural energy use,coal,coal,0
HB,1990,agricultural energy use,district heat,district heat,0
HB,1990,agricultural energy use,electricity,electricity,0
HB,1990,agricultural energy use,gas,gas,0
HB,1990,agricultural energy use,hydrogen,hydrogen,0
HB,1990,agricultural energy use,liquid,liquid,0
HB,1990,chemical energy use,biomass,biomass,0
HB,1990,chemical energy use,coal,coal,0
HB,1990,chemical energy use,coal,coal CCS,0
HB,1990,chemical energy use,district heat,district heat,0
HB,1990,chemical energy use,electricity,electricity,0
HB,1990,chemical energy use,gas,gas,0
HB,1990,chemical energy use,gas,gas CCS,0
HB,1990,chemical energy use,hydrogen,hydrogen,0
HB,1990,chemical energy use,liquid,liquid,0
HB,1990,chemical energy use,liquid,liquid CCS,0
HB,1990,chemical feedstocks,coal,coal,0
HB,1990,chemical feedstocks,gas,gas,0
HB,1990,chemical feedstocks,liquid,liquid,0
HB,1990,chemical,chemical,chemical,0
HB,1990,coke,coke,coke,0
HB,1990,coke,coke,coke CCS,0
HB,1990,construction,construction,construction,0
HB,1990,construction energy use,biomass,biomass,0
HB,1990,construction energy use,coal,coal,0
HB,1990,construction energy use,district heat,district heat,0
HB,1990,construction energy use,electricity,electricity,0
HB,1990,construction energy use,gas,gas,0
HB,1990,construction energy use,hydrogen,hydrogen,0
HB,1990,construction energy use,liquid,liquid,0
HB,1990,construction feedstocks,coal,coal,0
HB,1990,construction feedstocks,gas,gas,0
HB,1990,construction feedstocks,liquid,liquid,0
HB,1990,iron and steel,BLASTFUR,Biomass-based,0
HB,1990,iron and steel,BLASTFUR,BLASTFUR,0
HB,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
HB,1990,iron and steel,EAF with DRI,EAF with DRI,0
HB,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
