# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
SH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000524,0,0
SN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,4.54E-06,0,0
SX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,6.09E-06,0,0
TJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000524,0,0
XJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000524,0,0
XZ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000524,0,0
YN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000339,0,0
ZJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,3.37E-05,0,0
AH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.006890413,0,0
BJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
CQ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
FJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007522536,0,0
GD,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.00718303,0,0
GS,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007065354,0,0
GX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
GZ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
HA,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007156762,0,0
HB,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
HE,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007822495,0,0
HI,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
HL,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.005815589,0,0
HN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.006125935,0,0
JL,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
JS,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.00519135,0,0
JX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.004743708,0,0
LN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.004324808,0,0
NM,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
NX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
QH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SC,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SD,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.006824986,0,0
SX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
TJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007298384,0,0
XJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.00395472,0,0
XZ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0.00E+00,0
YN,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
ZJ,2015,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.007350959,0,0
AH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
BJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
CQ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
FJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
GD,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
GS,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
GX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
GZ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HA,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HB,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HE,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HI,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HL,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
HN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
JL,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
JS,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
JX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
LN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
NM,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
NX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
QH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SC,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SD,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
TJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
XJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
XZ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
YN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
ZJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
AH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
BJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
CQ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
FJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
GD,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
GS,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
GX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
GZ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HA,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HB,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HE,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HI,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HL,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
HN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
JL,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
JS,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
JX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
LN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
NM,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
NX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
QH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SC,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SD,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
TJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
XJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
XZ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
YN,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
ZJ,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
AH,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
BJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
CQ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
FJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
GD,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
GS,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
GX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
GZ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HA,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HB,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HE,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HI,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HL,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
HN,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
JL,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
JS,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
JX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
LN,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
NM,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
NX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
QH,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
SC,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
SD,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
SH,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
SN,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
SX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
TJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
XJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
XZ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
YN,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
ZJ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0,0,0
AH,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.422367218,0.000608209
BJ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0,0
CQ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.559299055,0.000805391
FJ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.113788428,0.000163855
GD,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.853401352,0.002668898
GS,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.250720266,0.000361037
GX,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.243005796,0.000349928
GZ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.468654036,0.000674862
HA,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,2.414629025,0.003477066
HB,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.666325461,0.002399509
HE,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.750232181,0.001080334
HI,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0,0
HL,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.84859167,0.001221972
HN,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.070382675,0.001541351
JL,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.464796801,0.000669307
JS,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,7.087669063,0.010206243
JX,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.325936346,0.000469348
LN,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,3.155218119,0.004543514
NM,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.073287462,0.000105534
NX,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.010213804,1.47E-05
QH,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.4162125,0.000599346
SC,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,2.935355732,0.004226912
SD,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.911259875,0.002752214
SH,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,2.781066337,0.004004736
SN,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.271935058,0.000391586
SX,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.717445685,0.001033122
TJ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.016381387,0.001463589
XJ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.287363997,0.000413804
XZ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0,0
YN,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,0.4204386,0.000605432
ZJ,2015,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00144,1.224672069,0.001763528
AH,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,4.23E-06,0.422367218,1.79E-06
BJ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0,0
CQ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,2.17E-06,0.559299055,1.21E-06
FJ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.113788428,1.49E-06
GD,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,1.853401352,2.43E-05
GS,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.250720266,3.28E-06
GX,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,7.98E-06,0.243005796,1.94E-06
GZ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.468654036,6.14E-06
HA,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000101,2.414629025,2.44E-05
HB,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,1.666325461,2.18E-05
HE,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,2.34E-06,0.750232181,1.76E-06
HI,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,6.62E-06,0,0
HL,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.84859167,1.11E-05
HN,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,8.29E-06,1.070382675,8.87E-06
JL,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.464796801,6.09E-06
JS,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.000011,7.087669063,7.80E-05
JX,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,3.77E-06,0.325936346,1.23E-06
LN,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,3.155218119,4.13E-05
NM,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,1.01E-05,0.073287462,7.40E-07
NX,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.010213804,1.34E-07
QH,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.4162125,5.45E-06
SC,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,1.16E-05,2.935355732,3.41E-05
SD,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,1.911259875,2.50E-05
SH,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,2.781066337,3.64E-05
SN,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,1.13E-06,0.271935058,3.07E-07
SX,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,1.52E-06,0.717445685,1.09E-06
TJ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,1.016381387,1.33E-05
XJ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0.287363997,3.76E-06
XZ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000131,0,0
YN,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.00000848,0.4204386,3.57E-06
ZJ,2015,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,8.42E-06,1.224672069,1.03E-05
AH,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.422367218,0.473051284
BJ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0,0
CQ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.559299055,0.626414942
FJ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.113788428,0.127443039
GD,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.853401352,2.075809514
GS,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.250720266,0.280806698
GX,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.243005796,0.272166492
GZ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.468654036,0.52489252
HA,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,2.414629025,2.704384508
HB,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.666325461,1.866284516
HE,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.750232181,0.840260043
HI,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0,0
HL,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.84859167,0.95042267
HN,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.070382675,1.198828596
JL,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.464796801,0.520572417
JS,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,7.087669063,7.938189351
JX,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.325936346,0.365048708
LN,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,3.155218119,3.533844293
NM,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.073287462,0.082081957
NX,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.010213804,0.01143946
QH,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.4162125,0.466158
SC,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,2.935355732,3.28759842
SD,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.911259875,2.14061106
SH,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,2.781066337,3.114794297
SN,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.271935058,0.304567265
SX,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.717445685,0.803539167
TJ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.016381387,1.138347153
XJ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.287363997,0.321847677
XZ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0,0
YN,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,0.4204386,0.470891232
ZJ,2015,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,1.224672069,1.371632717
AH,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
BJ,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
CQ,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
FJ,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
GD,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
GS,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
GX,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
GZ,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HA,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HB,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HE,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HI,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HL,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
HN,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
JL,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
JS,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
JX,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
LN,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
NM,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
NX,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
QH,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SC,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SD,2015,chemical energy use,biomass,biomass,delivered biomass,1,0,0
